year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,date
2024,12,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",61.0,9.0,1.52,1.08,0.56,0.0,5.84,0.0,0.0,732.0,47.0,90.0,19.0,0.0,576.0,2024-12-01
2024,12,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",107.0,42.0,6.01,5.89,25.16,0.0,4.94,0.0,0.0,2531.0,335.0,491.0,1251.0,0.0,454.0,2024-12-01
2024,12,MQ,Envoy Air,EYW,"Key West, FL: Key West International",169.0,31.0,3.37,0.71,11.44,0.0,15.48,5.0,3.0,1596.0,143.0,52.0,468.0,0.0,933.0,2024-12-01
2024,12,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",171.0,35.0,4.64,2.12,15.32,0.0,12.92,2.0,0.0,2428.0,245.0,184.0,575.0,0.0,1424.0,2024-12-01
2024,12,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",69.0,14.0,2.0,2.47,4.7,0.0,4.83,1.0,0.0,720.0,86.0,154.0,191.0,0.0,289.0,2024-12-01
2024,12,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",91.0,11.0,1.4,0.94,1.95,0.0,6.71,1.0,0.0,703.0,80.0,70.0,127.0,0.0,426.0,2024-12-01
2024,12,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",90.0,16.0,4.33,1.45,6.07,0.0,4.14,0.0,0.0,864.0,120.0,64.0,190.0,0.0,490.0,2024-12-01
2024,12,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",61.0,10.0,3.95,1.17,0.38,0.0,4.51,1.0,1.0,982.0,202.0,67.0,43.0,0.0,670.0,2024-12-01
2024,12,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",73.0,15.0,3.88,0.26,5.37,0.0,5.49,0.0,0.0,992.0,141.0,64.0,154.0,0.0,633.0,2024-12-01
2024,12,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",47.0,8.0,1.44,0.0,2.91,0.0,3.65,0.0,0.0,419.0,106.0,0.0,126.0,0.0,187.0,2024-12-01
2024,12,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",29.0,8.0,0.06,0.3,4.08,0.0,3.56,0.0,0.0,699.0,1.0,19.0,284.0,0.0,395.0,2024-12-01
2024,12,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",130.0,32.0,7.42,4.28,4.87,0.0,15.43,3.0,1.0,1635.0,356.0,308.0,140.0,0.0,831.0,2024-12-01
2024,12,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",82.0,23.0,4.94,1.96,6.27,0.0,9.83,0.0,1.0,1584.0,435.0,259.0,259.0,0.0,631.0,2024-12-01
2024,12,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",118.0,31.0,7.96,2.31,9.57,0.0,11.16,1.0,0.0,1433.0,378.0,92.0,327.0,0.0,636.0,2024-12-01
2024,12,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",171.0,31.0,6.92,1.55,9.59,0.0,12.95,2.0,0.0,1380.0,360.0,72.0,365.0,0.0,583.0,2024-12-01
2024,12,MQ,Envoy Air,HDN,"Hayden, CO: Yampa Valley",11.0,3.0,0.03,0.12,1.22,0.0,1.62,0.0,0.0,117.0,1.0,8.0,51.0,0.0,57.0,2024-12-01
2024,12,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",77.0,17.0,5.24,1.88,3.24,0.0,6.64,0.0,1.0,915.0,221.0,186.0,97.0,0.0,411.0,2024-12-01
2024,12,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",132.0,25.0,5.59,4.1,10.25,0.0,5.06,4.0,0.0,1479.0,236.0,361.0,430.0,0.0,452.0,2024-12-01
2024,12,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",115.0,28.0,8.71,1.92,8.53,0.0,8.84,2.0,1.0,1511.0,365.0,286.0,331.0,0.0,529.0,2024-12-01
2024,12,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",123.0,14.0,2.13,2.67,3.63,0.0,5.57,2.0,0.0,1120.0,52.0,545.0,150.0,0.0,373.0,2024-12-01
2024,12,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",68.0,9.0,2.0,0.99,1.07,0.0,4.94,0.0,0.0,484.0,57.0,111.0,56.0,0.0,260.0,2024-12-01
2024,12,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",138.0,14.0,2.44,0.25,6.47,0.0,4.84,5.0,1.0,1227.0,88.0,71.0,529.0,0.0,539.0,2024-12-01
2024,12,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120.0,28.0,4.61,2.09,9.0,0.0,12.3,2.0,0.0,1289.0,225.0,90.0,263.0,0.0,711.0,2024-12-01
2024,12,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",114.0,24.0,7.19,1.74,6.64,0.0,8.43,1.0,0.0,1479.0,283.0,227.0,276.0,0.0,693.0,2024-12-01
2024,12,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",137.0,35.0,9.15,1.48,6.21,0.0,18.16,0.0,0.0,1597.0,367.0,42.0,172.0,0.0,1016.0,2024-12-01
2024,12,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",51.0,5.0,0.38,0.7,2.88,0.0,1.04,3.0,0.0,315.0,18.0,60.0,186.0,0.0,51.0,2024-12-01
2024,12,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",174.0,23.0,5.79,0.0,7.96,0.26,8.99,1.0,0.0,1088.0,271.0,0.0,243.0,13.0,561.0,2024-12-01
2024,12,MQ,Envoy Air,LAX,"Los Angeles, CA: Los Angeles International",30.0,2.0,1.0,0.75,0.25,0.0,0.0,0.0,1.0,394.0,217.0,132.0,45.0,0.0,0.0,2024-12-01
2024,12,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",108.0,16.0,0.33,3.0,3.1,0.0,9.57,0.0,0.0,1072.0,7.0,168.0,121.0,0.0,776.0,2024-12-01
2024,12,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",94.0,23.0,4.7,2.63,6.34,0.0,9.33,0.0,0.0,1399.0,184.0,247.0,321.0,0.0,647.0,2024-12-01
2024,12,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",62.0,7.0,2.76,0.51,0.98,0.0,2.74,2.0,0.0,475.0,79.0,63.0,69.0,0.0,264.0,2024-12-01
2024,12,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",249.0,50.0,9.64,4.95,17.3,0.0,18.1,0.0,1.0,2883.0,365.0,536.0,611.0,0.0,1371.0,2024-12-01
2024,12,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International",152.0,29.0,7.75,2.78,6.73,0.0,11.74,2.0,0.0,1684.0,272.0,393.0,192.0,0.0,827.0,2024-12-01
2024,12,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,2024-12-01
2024,12,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",185.0,33.0,7.12,3.71,7.57,0.0,14.61,0.0,0.0,2584.0,276.0,608.0,282.0,0.0,1418.0,2024-12-01
2024,12,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",77.0,19.0,6.41,1.17,3.77,0.0,7.65,0.0,0.0,834.0,224.0,79.0,134.0,0.0,397.0,2024-12-01
2024,12,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",140.0,29.0,5.81,2.62,6.07,0.0,14.5,0.0,0.0,1917.0,329.0,250.0,265.0,0.0,1073.0,2024-12-01
2024,12,MQ,Envoy Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",80.0,10.0,1.31,1.09,2.84,0.0,4.76,1.0,0.0,530.0,53.0,30.0,161.0,0.0,286.0,2024-12-01
2024,12,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",91.0,5.0,2.06,0.08,0.94,0.0,1.92,3.0,1.0,426.0,56.0,23.0,15.0,0.0,332.0,2024-12-01
2024,12,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1464.0,331.0,97.79,10.53,102.07,2.74,117.87,12.0,0.0,21485.0,6383.0,1458.0,3812.0,64.0,9768.0,2024-12-01
2024,12,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",15.0,2.0,0.75,0.0,0.26,0.0,0.99,0.0,0.0,83.0,42.0,0.0,7.0,0.0,34.0,2024-12-01
2024,12,MQ,Envoy Air,MLI,"Moline, IL: Quad Cities International",76.0,11.0,3.64,1.88,0.58,0.0,4.9,1.0,0.0,999.0,76.0,209.0,83.0,0.0,631.0,2024-12-01
2024,12,MQ,Envoy Air,MLU,"Monroe, LA: Monroe Regional",75.0,13.0,4.51,2.58,0.99,0.0,4.93,3.0,0.0,635.0,168.0,186.0,69.0,0.0,212.0,2024-12-01
2024,12,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",66.0,12.0,5.95,1.07,2.56,0.0,2.42,1.0,0.0,524.0,249.0,83.0,122.0,0.0,70.0,2024-12-01
2024,12,MQ,Envoy Air,MQT,"Marquette, MI: Marquette Sawyer Regional",31.0,10.0,1.51,1.52,1.99,0.0,4.98,1.0,0.0,2377.0,111.0,1242.0,166.0,0.0,858.0,2024-12-01
2024,12,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional",55.0,7.0,3.04,0.0,1.11,0.0,2.85,0.0,1.0,403.0,146.0,0.0,42.0,0.0,215.0,2024-12-01
2024,12,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",40.0,10.0,3.93,0.17,2.12,0.0,3.78,0.0,0.0,560.0,225.0,4.0,106.0,0.0,225.0,2024-12-01
2024,12,MQ,Envoy Air,MSO,"Missoula, MT: Missoula Montana",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01
2024,12,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",47.0,8.0,2.15,0.19,2.26,0.0,3.4,0.0,0.0,430.0,73.0,5.0,50.0,0.0,302.0,2024-12-01
2024,12,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",69.0,15.0,2.1,0.25,2.61,0.0,10.04,0.0,0.0,770.0,121.0,17.0,111.0,0.0,521.0,2024-12-01
2024,12,MQ,Envoy Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",15.0,1.0,0.0,0.1,0.43,0.0,0.47,1.0,0.0,51.0,0.0,5.0,22.0,0.0,24.0,2024-12-01
2024,12,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",131.0,15.0,3.78,1.67,4.17,0.0,5.37,4.0,0.0,790.0,198.0,116.0,191.0,0.0,285.0,2024-12-01
2024,12,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",56.0,12.0,2.45,2.09,4.83,0.0,2.62,0.0,0.0,633.0,124.0,59.0,143.0,0.0,307.0,2024-12-01
2024,12,MQ,Envoy Air,ONT,"Ontario, CA: Ontario International",34.0,4.0,1.03,0.0,1.2,0.05,1.73,0.0,0.0,152.0,44.0,0.0,30.0,1.0,77.0,2024-12-01
2024,12,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",2518.0,594.0,151.23,23.28,219.16,2.18,198.15,10.0,2.0,44858.0,15272.0,3736.0,8155.0,76.0,17619.0,2024-12-01
2024,12,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",32.0,4.0,0.92,0.0,0.94,0.0,2.15,0.0,0.0,242.0,78.0,0.0,58.0,0.0,106.0,2024-12-01
2024,12,MQ,Envoy Air,PDX,"Portland, OR: Portland International",10.0,2.0,0.03,0.0,1.92,0.0,0.06,0.0,0.0,60.0,1.0,0.0,57.0,0.0,2.0,2024-12-01
2024,12,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",965.0,111.0,29.27,9.63,21.87,0.99,49.24,3.0,0.0,10064.0,1718.0,2385.0,711.0,73.0,5177.0,2024-12-01
2024,12,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",73.0,16.0,2.58,2.99,3.28,0.0,7.14,0.0,0.0,1442.0,205.0,403.0,154.0,0.0,680.0,2024-12-01
2024,12,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",69.0,12.0,5.24,0.33,4.82,0.0,1.6,0.0,0.0,419.0,211.0,8.0,132.0,0.0,68.0,2024-12-01
2024,12,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",137.0,20.0,3.38,2.71,7.18,0.0,6.74,0.0,1.0,865.0,131.0,177.0,286.0,0.0,271.0,2024-12-01
2024,12,MQ,Envoy Air,PVD,"Providence, RI: Rhode Island Tf Green International",19.0,4.0,1.0,1.55,1.45,0.0,0.0,0.0,0.0,162.0,18.0,85.0,59.0,0.0,0.0,2024-12-01
2024,12,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",91.0,17.0,3.8,1.09,3.87,0.0,8.23,0.0,1.0,1479.0,140.0,99.0,186.0,0.0,1054.0,2024-12-01
2024,12,MQ,Envoy Air,RDM,"Bend/Redmond, OR: Roberts Field",58.0,11.0,3.42,3.0,3.7,0.0,0.88,0.0,3.0,2093.0,76.0,1893.0,87.0,0.0,37.0,2024-12-01
2024,12,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",83.0,10.0,1.83,0.48,2.17,0.0,5.52,1.0,0.0,817.0,270.0,42.0,52.0,0.0,453.0,2024-12-01
2024,12,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",15.0,6.0,0.49,0.2,2.26,0.0,3.04,0.0,0.0,144.0,13.0,4.0,61.0,0.0,66.0,2024-12-01
2024,12,MQ,Envoy Air,RNO,"Reno, NV: Reno/Tahoe International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01
2024,12,MQ,Envoy Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",91.0,22.0,3.89,1.91,6.58,0.0,9.62,0.0,0.0,916.0,199.0,69.0,226.0,0.0,422.0,2024-12-01
2024,12,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International",32.0,11.0,4.7,0.1,1.07,0.0,5.13,1.0,0.0,591.0,248.0,11.0,47.0,0.0,285.0,2024-12-01
2024,12,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",132.0,23.0,8.64,1.0,3.86,1.0,8.5,1.0,3.0,1037.0,493.0,78.0,118.0,32.0,316.0,2024-12-01
2024,12,MQ,Envoy Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",71.0,9.0,1.41,0.0,4.19,0.42,2.98,2.0,1.0,329.0,66.0,0.0,119.0,32.0,112.0,2024-12-01
2024,12,MQ,Envoy Air,SBP,"San Luis Obispo, CA: San Luis County Regional",39.0,9.0,0.88,1.0,1.16,0.0,5.96,0.0,1.0,268.0,32.0,22.0,31.0,0.0,183.0,2024-12-01
2024,12,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",89.0,19.0,4.83,1.81,3.87,0.0,8.5,0.0,0.0,1248.0,196.0,101.0,140.0,0.0,811.0,2024-12-01
2024,12,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",337.0,67.0,18.68,3.8,13.3,0.4,30.83,3.0,2.0,4454.0,777.0,492.0,614.0,26.0,2545.0,2024-12-01
2024,12,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",56.0,15.0,2.0,3.11,0.76,0.0,9.12,3.0,0.0,1794.0,78.0,878.0,76.0,0.0,762.0,2024-12-01
2024,12,MQ,Envoy Air,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",35.0,6.0,1.86,0.0,1.35,0.1,2.69,0.0,0.0,254.0,50.0,0.0,41.0,2.0,161.0,2024-12-01
2024,12,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International",47.0,6.0,0.94,1.04,1.38,0.0,2.64,0.0,0.0,303.0,35.0,17.0,67.0,0.0,184.0,2024-12-01
2024,12,MQ,Envoy Air,SMF,"Sacramento, CA: Sacramento International",35.0,2.0,1.22,0.0,0.78,0.0,0.0,0.0,0.0,85.0,58.0,0.0,27.0,0.0,0.0,2024-12-01
2024,12,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",61.0,14.0,2.77,0.97,5.23,0.0,5.03,0.0,0.0,956.0,65.0,51.0,98.0,0.0,742.0,2024-12-01
2024,12,MQ,Envoy Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",13.0,3.0,0.43,0.11,0.54,0.0,1.92,0.0,1.0,156.0,13.0,8.0,30.0,0.0,105.0,2024-12-01
2024,12,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",90.0,16.0,5.0,0.88,5.96,0.0,4.17,1.0,0.0,879.0,320.0,22.0,190.0,0.0,347.0,2024-12-01
2024,12,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",47.0,7.0,0.52,0.0,4.52,0.0,1.96,0.0,1.0,229.0,28.0,0.0,132.0,0.0,69.0,2024-12-01
2024,12,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",79.0,15.0,1.48,1.3,8.25,0.0,3.97,0.0,0.0,903.0,136.0,57.0,354.0,0.0,356.0,2024-12-01
2024,12,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",173.0,31.0,9.53,1.42,8.28,0.0,11.77,1.0,0.0,1459.0,327.0,172.0,316.0,0.0,644.0,2024-12-01
2024,12,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",131.0,28.0,6.96,0.6,8.13,0.0,12.31,0.0,2.0,1978.0,1213.0,29.0,238.0,0.0,498.0,2024-12-01
2024,12,MQ,Envoy Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",14.0,2.0,0.33,0.0,0.1,0.0,1.57,0.0,0.0,37.0,7.0,0.0,2.0,0.0,28.0,2024-12-01
2024,12,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",97.0,13.0,7.07,0.26,3.0,0.0,2.67,2.0,0.0,657.0,343.0,31.0,109.0,0.0,174.0,2024-12-01
2024,12,MQ,Envoy Air,TUS,"Tucson, AZ: Tucson International",35.0,3.0,1.08,0.0,0.0,0.0,1.92,0.0,0.0,259.0,112.0,0.0,0.0,0.0,147.0,2024-12-01
2024,12,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",55.0,21.0,3.06,2.43,6.54,0.0,8.97,1.0,2.0,994.0,256.0,121.0,235.0,0.0,382.0,2024-12-01
2024,12,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",70.0,18.0,5.71,0.32,6.68,0.0,5.3,0.0,1.0,856.0,396.0,8.0,205.0,0.0,247.0,2024-12-01
2024,12,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",93.0,23.0,6.25,2.25,5.36,0.0,9.13,0.0,2.0,2379.0,294.0,779.0,251.0,0.0,1055.0,2024-12-01
2024,12,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas National",504.0,92.0,21.69,7.18,21.55,0.0,41.58,3.0,4.0,6509.0,1817.0,1209.0,745.0,0.0,2738.0,2024-12-01
2024,12,MQ,Envoy Air,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",17.0,6.0,0.19,0.0,0.04,0.0,5.77,0.0,0.0,310.0,13.0,0.0,3.0,0.0,294.0,2024-12-01
2024,12,NK,Spirit Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",21.0,3.0,0.03,0.0,2.97,0.0,0.0,0.0,0.0,176.0,3.0,0.0,173.0,0.0,0.0,2024-12-01
2024,12,NK,Spirit Airlines,ACY,"Atlantic City, NJ: Atlantic City International",189.0,41.0,12.16,1.11,16.29,0.0,11.44,2.0,0.0,2625.0,962.0,99.0,953.0,0.0,611.0,2024-12-01
2024,12,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",858.0,273.0,55.18,2.46,156.89,3.37,55.09,6.0,1.0,17094.0,3404.0,249.0,8590.0,173.0,4678.0,2024-12-01
2024,12,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",94.0,20.0,4.36,0.0,10.6,0.0,5.05,0.0,0.0,1609.0,397.0,0.0,736.0,0.0,476.0,2024-12-01
2024,12,NK,Spirit Airlines,BDL,"Hartford, CT: Bradley International",31.0,9.0,3.06,0.0,2.32,0.4,3.23,0.0,0.0,399.0,105.0,0.0,130.0,19.0,145.0,2024-12-01
2024,12,NK,Spirit Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",25.0,6.0,2.82,0.0,2.42,0.0,0.76,0.0,0.0,254.0,126.0,0.0,106.0,0.0,22.0,2024-12-01
2024,12,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",187.0,40.0,11.81,0.08,19.87,0.63,7.62,2.0,0.0,2447.0,607.0,10.0,1208.0,25.0,597.0,2024-12-01
2024,12,NK,Spirit Airlines,BOI,"Boise, ID: Boise Air Terminal",27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,2024-12-01
2024,12,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",520.0,120.0,23.52,1.1,58.87,0.8,35.71,10.0,1.0,9460.0,2113.0,65.0,4150.0,20.0,3112.0,2024-12-01
2024,12,NK,Spirit Airlines,BUR,"Burbank, CA: Bob Hope",152.0,25.0,5.23,1.0,8.61,0.0,10.16,0.0,1.0,1515.0,430.0,94.0,348.0,0.0,643.0,2024-12-01
2024,12,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",481.0,102.0,38.61,1.4,19.14,1.1,41.74,1.0,0.0,6568.0,2438.0,41.0,956.0,21.0,3112.0,2024-12-01
2024,12,NK,Spirit Airlines,CHS,"Charleston, SC: Charleston AFB/International",60.0,11.0,4.11,0.0,4.91,0.0,1.98,0.0,0.0,483.0,240.0,0.0,190.0,0.0,53.0,2024-12-01
2024,12,NK,Spirit Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",28.0,6.0,2.31,0.0,0.13,0.0,3.56,0.0,0.0,360.0,92.0,0.0,9.0,0.0,259.0,2024-12-01
2024,12,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",345.0,77.0,22.9,0.05,23.37,0.48,30.18,1.0,0.0,3996.0,1332.0,2.0,1117.0,16.0,1529.0,2024-12-01
2024,12,NK,Spirit Airlines,CMH,"Columbus, OH: John Glenn Columbus International",157.0,41.0,7.96,1.81,12.74,0.64,17.86,0.0,0.0,2242.0,333.0,42.0,422.0,14.0,1431.0,2024-12-01
2024,12,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",772.0,198.0,39.5,0.9,106.02,0.1,51.48,3.0,6.0,15638.0,3593.0,70.0,7563.0,12.0,4400.0,2024-12-01
2024,12,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",849.0,193.0,41.98,1.14,94.85,0.47,54.55,4.0,0.0,13158.0,3848.0,139.0,4940.0,15.0,4216.0,2024-12-01
2024,12,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",864.0,236.0,42.45,4.52,154.36,0.69,33.97,9.0,3.0,16959.0,3467.0,446.0,10122.0,20.0,2904.0,2024-12-01
2024,12,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2067.0,519.0,139.63,9.25,219.26,6.99,143.86,5.0,1.0,35353.0,9941.0,754.0,12769.0,361.0,11528.0,2024-12-01
2024,12,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",800.0,178.0,41.3,4.47,79.89,1.0,51.34,3.0,1.0,11829.0,3597.0,162.0,4098.0,29.0,3943.0,2024-12-01
2024,12,NK,Spirit Airlines,IND,"Indianapolis, IN: Indianapolis International",182.0,42.0,13.08,0.13,12.09,0.0,16.7,1.0,0.0,2230.0,703.0,2.0,416.0,0.0,1109.0,2024-12-01
2024,12,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",1758.0,285.0,83.6,2.51,113.89,3.42,81.57,7.0,1.0,20950.0,6238.0,167.0,7145.0,102.0,7298.0,2024-12-01
2024,12,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",864.0,137.0,50.27,3.11,48.94,0.47,34.22,4.0,2.0,8949.0,2954.0,361.0,2718.0,61.0,2855.0,2024-12-01
2024,12,NK,Spirit Airlines,LBE,"Latrobe, PA: Arnold Palmer Regional",31.0,2.0,0.33,0.0,1.07,0.0,0.6,1.0,0.0,34.0,5.0,0.0,20.0,0.0,9.0,2024-12-01
2024,12,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",703.0,163.0,44.94,6.42,79.71,1.65,30.28,2.0,0.0,9989.0,2927.0,440.0,4416.0,48.0,2158.0,2024-12-01
2024,12,NK,Spirit Airlines,MCI,"Kansas City, MO: Kansas City International",116.0,21.0,5.07,0.09,9.44,0.0,6.4,0.0,0.0,1334.0,361.0,9.0,703.0,0.0,261.0,2024-12-01
2024,12,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",1412.0,253.0,68.97,3.31,107.01,2.01,71.69,6.0,0.0,19540.0,5696.0,284.0,7351.0,192.0,6017.0,2024-12-01
2024,12,NK,Spirit Airlines,MEM,"Memphis, TN: Memphis International",49.0,10.0,4.02,0.0,3.52,0.52,1.95,0.0,0.0,758.0,410.0,0.0,173.0,17.0,158.0,2024-12-01
2024,12,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",409.0,113.0,32.39,1.1,53.56,2.19,23.76,4.0,0.0,8173.0,2693.0,55.0,3475.0,103.0,1847.0,2024-12-01
2024,12,NK,Spirit Airlines,MKE,"Milwaukee, WI: General Mitchell International",33.0,9.0,3.36,0.0,0.27,0.0,5.37,0.0,0.0,772.0,241.0,0.0,30.0,0.0,501.0,2024-12-01
2024,12,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",110.0,18.0,4.81,0.45,5.01,0.0,7.74,0.0,0.0,1050.0,400.0,28.0,176.0,0.0,446.0,2024-12-01
2024,12,NK,Spirit Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",436.0,111.0,31.96,1.08,47.82,0.0,30.14,2.0,0.0,8627.0,2181.0,661.0,2857.0,0.0,2928.0,2024-12-01
2024,12,NK,Spirit Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",184.0,41.0,9.75,3.27,18.99,0.0,8.99,3.0,0.0,3152.0,692.0,374.0,1257.0,0.0,829.0,2024-12-01
2024,12,NK,Spirit Airlines,OAK,"Oakland, CA: Metro Oakland International",210.0,33.0,9.61,0.0,12.15,0.0,11.24,1.0,0.0,2433.0,747.0,0.0,744.0,0.0,942.0,2024-12-01
